id,name,url,time,genre,release_time,intro,directors,writers,stars
4533,The Return of the Living Dead (1985) ,"https://m.media-amazon.com/images/M/MV5BYzY0ZjJlNmMtMGU3NC00Yjk3LTk0N2ItMDNlMDVhZjA4OTFmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 31min,Comedy|Horror|Sci-Fi,16 August 1985 (USA),"When two bumbling employees at a medical supply warehouse accidentally release a deadly gas into the air, the vapors cause the dead to rise again as zombies.",Dan O'Bannon,Rudy Ricci|John A. Russo,Clu Gulager|James Karen|Don Calfa
4534,The Man from Snowy River II (1988) ,"https://m.media-amazon.com/images/M/MV5BOGYxMGE3YmUtN2M5OC00MGExLTk4ZWMtODdmZWU2MjFkZmM4XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_UY268_CR6,0,182,268_AL_.jpg",1h 50min,Adventure|Drama|Western,24 March 1988 (Australia),"Young Jim Craig returns to his home in the Australian high country. He finds that things are not as he left them - his girlfriend is being pursued by another man, and her father doesn't want Jim back into her life.",Geoff Burrowes,Geoff Burrowes|John Dixon,Tom Burlinson|Sigrid Thornton|Brian Dennehy
4535,The Man from Snowy River (1982) ,"https://m.media-amazon.com/images/M/MV5BNGMxZTA5YTgtMzU1NS00YjNiLTkzMmQtNGEyNzRhNTViNmExL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 42min,Adventure|Drama|Romance,25 March 1982 (Australia),"In 1880s Australia, after young Jim Craig's father dies, Jim takes a job at the Harrison cattle ranch, where he is forced to become a man.",George Miller,A.B. 'Banjo' Paterson|Cul Cullen,Kirk Douglas|Tom Burlinson|Terence Donovan
4537,Running on Empty (1988) ,"https://m.media-amazon.com/images/M/MV5BMzYzYmZkZjUtZjJhNy00ZGEzLTljNTYtZmM5MDY1MTgyZjRiXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 56min,Crime|Drama|Music,9 September 1988 (USA),The eldest son of a fugitive family comes of age and wants to live a life of his own.,Sidney Lumet,,River Phoenix|Christine Lahti|Judd Hirsch
4541,The Serpent and the Rainbow (1988) ,"https://m.media-amazon.com/images/M/MV5BNTM1ZDhiZmEtZmFiOS00ZTE4LTk1OTctOTBhOTFhMDBkODFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 38min,Fantasy|Horror,5 February 1988 (USA),An anthropologist goes to Haiti after hearing rumors about a drug used by black magic practitioners to turn people into zombies.,Wes Craven,Wade Davis|Richard Maxwell,Bill Pullman|Cathy Tyson|Zakes Mokae
4544,Short Circuit 2 (1988) ,"https://m.media-amazon.com/images/M/MV5BYjI3OTg5YmYtMWJkOC00OTI0LWI1MTAtMzU3OGYzMWJhYTBmXkEyXkFqcGdeQXVyNzEyNjE5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 50min,Comedy|Drama|Family,6 July 1988 (USA),Robot Johnny Five comes to the city and gets manipulated by criminals who want him for their own purposes.,Kenneth Johnson,Brent Maddock,Fisher Stevens|Michael McKean|Tim Blaney
4545,Short Circuit (1986) ,"https://m.media-amazon.com/images/M/MV5BNjU0YzBhMDQtYmZkZC00NWFiLTkyMDUtZmFhNjk0NGQ5MjFlXkEyXkFqcGdeQXVyMTY4MjE1MDA@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 38min,Comedy|Family|Sci-Fi,9 May 1986 (USA),"Number 5 of a group of experimental robots in a lab is electrocuted, suddenly becomes intelligent, and escapes.",John Badham,S.S. Wilson,Ally Sheedy|Steve Guttenberg|Fisher Stevens
4546,Spoorloos (1988) ,"https://m.media-amazon.com/images/M/MV5BNDcwMTYzMjctN2M2Yy00ZDcxLWJhNTEtMGNhYzEwYzc2NDE4XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UY268_CR2,0,182,268_AL_.jpg",1h 47min,Mystery|Thriller,27 October 1988 (Netherlands),"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",George Sluizer,Tim Krabbé|Tim Krabbé,Bernard-Pierre Donnadieu|Gene Bervoets|Johanna ter Steege
4552,Tetsuo (1989) ,"https://m.media-amazon.com/images/M/MV5BODYxZTIwMWQtZTdiMS00ODRmLThlODEtNjkwNmE1ZTY1ZjM1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UY268_CR3,0,182,268_AL_.jpg",1h 7min,Horror|Sci-Fi,1 July 1989 (Japan),"A businessman accidentally kills The Metal Fetishist, who gets his revenge by slowly turning the man into a grotesque hybrid of flesh and rusty metal.",Shin'ya Tsukamoto,,Tomorô Taguchi|Kei Fujiwara|Nobu Kanaoka
4553,They Live (1988) ,"https://m.media-amazon.com/images/M/MV5BMTQ3MjM3ODU1NV5BMl5BanBnXkFtZTgwMjU3NDU2MTE@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 34min,Action|Horror|Sci-Fi,4 November 1988 (USA),A drifter discovers a pair of sunglasses that allow him to wake up to the fact that aliens have taken over the Earth.,John Carpenter,Ray Nelson,Roddy Piper|Keith David|Meg Foster
4557,Tucker: The Man and His Dream (1988) ,"https://m.media-amazon.com/images/M/MV5BNjIxODE5ZDktZmUxOS00N2IyLWI5MWMtNWFkZjEyMGU3NTM4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 50min,Biography|Drama,12 August 1988 (USA),"The story of Preston Tucker, the maverick car designer and his ill-fated challenge to the auto industry with his revolutionary car concept.",Francis Ford Coppola,Arnold Schulman,Jeff Bridges|Joan Allen|Martin Landau
4558,Twins (1988) ,"https://m.media-amazon.com/images/M/MV5BMWUzN2VkY2ItYmQ4YS00MjFmLWJhZDQtYWY1NWQ2NTA5NDNlXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 47min,Comedy|Crime,9 December 1988 (USA),"A physically perfect but innocent man goes in search of his long-lost twin brother, who is short, a womanizer, and small-time crook.",Ivan Reitman,William Davies|William Osborne,Arnold Schwarzenegger|Danny DeVito|Kelly Preston
4562,Without a Clue (1988) ,"https://m.media-amazon.com/images/M/MV5BOWJkZjhiZmYtNzllOS00NTBiLThhYzktNDBkYzc4MjY3Y2YyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 47min,Comedy|Crime|Mystery,5 May 1989 (UK),"A drunken Sherlock Holmes is really just a cover for the real detective, Dr. Watson.",Thom Eberhardt,Gary Murphy,Michael Caine|Ben Kingsley|Jeffrey Jones
4563,Young Einstein (1988) ,"https://m.media-amazon.com/images/M/MV5BNjhmZWM3MzEtYzViMy00MDEwLWE5YTAtMTlmMzQxYjIxOTE1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 31min,Comedy|History,15 December 1988 (Australia),"Albert Einstein is the son of a Tasmanian apple farmer, who discovers the secret of splitting the beer atom to put the bubbles back into beer. When Albert travels to Sydney to patent his ...
                    ",Yahoo Serious,David Roach,Yahoo Serious|Odile Le Clezio|John Howard
4564,Always (1989) ,"https://m.media-amazon.com/images/M/MV5BYjcwODQ0YmItZGUwNC00MDYxLWIyZmItMzQ5YTJlNzZlNzE0XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg",2h 2min,Drama|Fantasy|Romance,22 December 1989 (USA),The spirit of a recently deceased expert pilot mentors a newer pilot while watching him fall in love with the girlfriend that he left behind.,Steven Spielberg,Jerry Belson|Dalton Trumbo,Richard Dreyfuss|Holly Hunter|Brad Johnson
4565,American Ninja (1985) ,"https://m.media-amazon.com/images/M/MV5BNjcxMzc5ZWQtN2Y2OS00NGNiLWE4MDYtMzAyYWJkN2YyODliXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 35min,Action|Adventure|Romance,30 August 1985 (USA),"American soldier, obviously very skilled in martial arts, single-handedly takes on mercenaries in the Philippines.",Sam Firstenberg,Paul De Mielche|Avi Kleinberger,Michael Dudikoff|Steve James|Judie Aronson
4568,Best of the Best (1989) ,"https://m.media-amazon.com/images/M/MV5BNDQyYzc0ODktMmNkNi00YjFlLThhOTUtMjMxMmQzNThkYTRjXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 37min,Action|Drama|Sport,10 November 1989 (USA),A team from the United States is going to compete against Korea in a Tae Kwon Do tournament. The team consists of fighters from all over the country--can they overcome their rivalry and work together to win?,Robert Radler,Phillip Rhee|Paul Levine,Eric Roberts|James Earl Jones|Sally Kirkland
4571,Bill & Ted's Excellent Adventure (1989) ,"https://m.media-amazon.com/images/M/MV5BMTk3Mjk5MzI3OF5BMl5BanBnXkFtZTcwMTY4MzcyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 30min,Adventure|Comedy|Music,17 February 1989 (USA),Two seemingly dumb teens set off on a quest to prepare the ultimate historical presentation with the help of a time machine.,Stephen Herek,Chris Matheson,Keanu Reeves|Alex Winter|George Carlin
4572,Black Rain (1989) ,"https://m.media-amazon.com/images/M/MV5BYTkwMDA2MmQtODI1MS00MGI5LWE5YTktMTUzYzY4ZDZjMmQ3XkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_UY268_CR1,0,182,268_AL_.jpg",2h 5min,Action|Crime|Thriller,22 September 1989 (USA),Two NYC cops arrest a Yakuza member and must escort him when he's extradited to Japan.,Ridley Scott,Craig Bolotin,Michael Douglas|Andy Garcia|Ken Takakura
4573,Blaze (1989) ,"https://m.media-amazon.com/images/M/MV5BN2UzODlhNjEtYjEwYS00N2Q0LTlhMWUtZWI4YzZhMWNhYTRiL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg",2h,Biography|Drama,13 December 1989 (USA),"A middle-aged Louisiana governor falls in love with a young stripper, which jeopardizes his political career and the radical policies which have made him a controversial figure.",Ron Shelton,Blaze Starr|Huey Perry,Paul Newman|Lolita Davidovich|Jerry Hardin
4574,Blind Fury (1989) ,"https://m.media-amazon.com/images/M/MV5BM2NjZWRmZDEtZDA3ZS00Y2EzLTk2YTktMWFjMjczZGI2MmVlXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 26min,Action|Comedy|Crime,16 March 1990 (USA),"A blind Vietnam vet, trained as a swordfighter, comes to America and helps to rescue the son of a fellow soldier.",Phillip Noyce,Ryôzô Kasahara|Charles Robert Carner,Rutger Hauer|Terry O'Quinn|Brandon Call
4577,Casualties of War (1989) ,"https://m.media-amazon.com/images/M/MV5BOTVkM2I0N2EtOTk4MC00NjJmLWFkODQtMmZhOTg5NTdjNjJkXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 53min,Crime|Drama|War,18 August 1989 (USA),"During the Vietnam War, a soldier finds himself the outsider of his own squad when they unnecessarily kidnap a female villager.",Brian De Palma,Daniel Lang,Michael J. Fox|Sean Penn|Don Harvey
4578,Chances Are (1989) ,"https://m.media-amazon.com/images/M/MV5BMTA2MDEzNDQxOTZeQTJeQWpwZ15BbWU4MDYxMDIxMjAx._V1_UY268_CR1,0,182,268_AL_.jpg",1h 48min,Comedy|Fantasy|Romance,10 March 1989 (USA),"A reincarnated man unknowingly falls in love with his own daughter from his previous life. Once he realizes this, he tries to end their relationship before angels erase his memory.",Emile Ardolino,Perry Howze,Cybill Shepherd|Robert Downey Jr.|Ryan O'Neal
4580,Cyborg (1989) ,"https://m.media-amazon.com/images/M/MV5BMDk0MmYyMWMtOWVhNS00ZTM4LWI0NGEtMTMxYWFjYjVhNWVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 26min,Action|Sci-Fi|Thriller,7 April 1989 (USA),A martial artist hunts a killer in a plague-infested urban dump of the future.,Albert Pyun,,Jean-Claude Van Damme|Deborah Richter|Vincent Klyn
4581,Dad (1989) ,"https://m.media-amazon.com/images/M/MV5BNjcwOTE5MGMtNGU1ZC00M2RmLThlZjQtYzdiMTQ3MzY2MjQ1XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 57min,Comedy|Drama,10 November 1989 (USA),"John's mom has a heart attack and ends in hospital. John flies home to take care of his dad, teaching him to do things around the house, spends time with him and shows him how to live again without mom's control. John's son joins them.",Gary David Goldberg,William Wharton,Jack Lemmon|Ted Danson|Olympia Dukakis
4583,Disorganized Crime (1989) ,"https://m.media-amazon.com/images/M/MV5BNGRhZGMzYTQtNDMxNC00YTU0LWI0NmYtZDQ3YmQxNmFjNzc5XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 38min,Action|Comedy|Crime,14 April 1989 (USA),"Career criminal Frank plans a bank heist and sends for his buddies to help pull the job. Before his buddies arrive, he's caught, forcing his cohorts to pull the job alone. Frank soon escapes, setting off a search by the bumbling cops.",Jim Kouf,,Hoyt Axton|Corbin Bernsen|Rubén Blades
4584,Dream a Little Dream (1989) ,"https://m.media-amazon.com/images/M/MV5BZjM1MmQxYmItMDlmZC00MDlmLWE3OGMtM2NiODEzNjBhYzJkXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 54min,Comedy|Drama|Romance,3 March 1989 (USA),An accident puts the consciousness of an elderly dream researcher into the body of a bratty teenager. The problem? The kid prefers dreamworld limbo to real life.,Marc Rocco,Daniel Jay Franklin|Daniel Jay Franklin,Corey Feldman|Jason Robards|Piper Laurie
4585,The Dream Team (1989) ,"https://m.media-amazon.com/images/M/MV5BMWVkMTk4MjItMzE2Ni00NzllLTlmMWUtMmVjODYyYmRmNzViXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 53min,Comedy|Crime|Thriller,7 April 1989 (USA),"Four mental patients on a field trip in New York City must save their caring chaperon, who ends up being taken to a hospital in a coma after accidentally witnessing a murder, before the killers can find him and finish the job.",Howard Zieff,Jon Connolly,Michael Keaton|Christopher Lloyd|Peter Boyle
4587,Earth Girls Are Easy (1988) ,"https://m.media-amazon.com/images/M/MV5BN2RlYjE4MWItZmY0ZS00YjIzLWEyYTAtMDhkZmQ2Njc4MzgwXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 40min,Comedy|Musical|Romance,12 May 1989 (USA),A Southern California girl befriends three furry aliens after their spaceship lands in her swimming pool.,Julien Temple,Julie Brown|Charlie Coffey,Geena Davis|Jeff Goldblum|Jim Carrey
4589,Eddie and the Cruisers (1983) ,"https://m.media-amazon.com/images/M/MV5BNDE5NmYxMDEtNjM2ZC00ZjM0LTk2Y2YtNWM0OGQ3NDNkZWMxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 35min,Drama|Music|Mystery,23 September 1983 (USA),"A television newswoman picks up the story of a 1960s rock band whose long-lost leader - Eddie Wilson - may still be alive, while searching for the missing tapes of the band's never-released album.",Martin Davidson,Martin Davidson|Arlene Davidson,Tom Berenger|Michael Paré|Joe Pantoliano
4591,Erik the Viking (1989) ,"https://m.media-amazon.com/images/M/MV5BMDRjMWU2ZTYtNGM3NS00NmM5LWE5OWMtZDMwMWJhYTY5NGUxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 47min,Comedy|Adventure|Fantasy,1 September 1989 (Sweden),Erik the Viking and his men travel across the sea to find Valhalla to ask the gods to end the Age of Ragnarok.,Terry Jones,,Tim Robbins|John Cleese|Mickey Rooney
4593,Family Business (1989) ,"https://m.media-amazon.com/images/M/MV5BOTdmZjJkNzctMGM0My00MDRmLWE4YWEtZmUzNDY0ZTk3MjVmXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 50min,Crime|Drama,15 December 1989 (USA),"An ex professor offers Adam $1,000,000 to ""get"" some plasma from a high tech company's lab. Adam asks his criminal grandpa for help. Can the 2 convince Adam's now honest dad to join?Let us see what happens.",Sidney Lumet,Vincent Patrick,Sean Connery|Dustin Hoffman|Matthew Broderick
4594,Farewell to the King (1989) ,"https://m.media-amazon.com/images/M/MV5BMTk5MDM4NDQzNl5BMl5BanBnXkFtZTcwODc5NTczNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 57min,Action|Adventure|Drama,3 March 1989 (USA),"Borneo, 1942: An American soldier escapes WWII and becomes the king of the headhunters in the jungle. Two British soldiers are parachuted into the area to find local support for the battle against the Japanese.",John Milius,Pierre Schoendoerffer,Nick Nolte|Nigel Havers|Frank McRae
4595,Fat Man and Little Boy (1989) ,"https://m.media-amazon.com/images/M/MV5BMmUzNjY5NTAtODExZi00MDM5LWE0OGQtOWI0NGI3OTYzNmI3XkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX182_CR0,0,182,268_AL_.jpg",2h 7min,Biography|Drama|History,20 October 1989 (USA),"This film reenacts the Manhattan Project, the secret wartime project in New Mexico where the first atomic bombs were designed and built.",Roland Joffé,Bruce Robinson|Bruce Robinson,Paul Newman|Dwight Schultz|Bonnie Bedelia
4597,Gleaming the Cube (1989) ,"https://m.media-amazon.com/images/M/MV5BNmFjNzNiNGMtMmFhMy00N2ViLTkxZWYtNzI2NTE3MDFiN2Y4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg",1h 40min,Action|Drama|Mystery,13 January 1989 (USA),A young avid skateboarder uncovers a government conspiracy while investigating his adoptive brother's mysterious death.,Graeme Clifford,,Christian Slater|Steven Bauer|Richard Herd
4599,Great Balls of Fire! (1989) ,"https://m.media-amazon.com/images/M/MV5BYWU1NDI2MTctOWMyNy00MjAzLWFlMTYtODIxOGY0YmY0YWEyXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 48min,Biography|Drama|Music,30 June 1989 (USA),The life and career of wildly controversial rock 'n' roll star Jerry Lee Lewis.,Jim McBride,Myra Lewis|Murray Silver Jr.,Dennis Quaid|Winona Ryder|John Doe
4600,Gross Anatomy (1989) ,"https://m.media-amazon.com/images/M/MV5BMDIxNGQ2NzgtNzBhNi00YzM2LTkyZTQtZDhmZWNkYTAyNWIwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 49min,Drama,20 October 1989 (USA),"A smart first-year med student takes nothing seriously, except the pursuit of his Gross Anatomy (human dissection) lab partner. It's up to her and their teacher to find a way to convince ...
                    ",Thom Eberhardt,Mark Spragg|Howard Rosenman,Matthew Modine|Daphne Zuniga|Christine Lahti
4602,Harlem Nights (1989) ,"https://m.media-amazon.com/images/M/MV5BODlmNjc1MjYtMjBhOC00ZGFjLTkwMWUtYWNhMDAyYmJlNWEwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 56min,Comedy|Crime|Drama,17 November 1989 (USA),"During the 1930s, a New York City illegal gambling house owner and his associates must deal with strong competition, gangsters, and corrupt cops in order to stay in business.",Eddie Murphy,,Eddie Murphy|Richard Pryor|Redd Foxx
4603,Her Alibi (1989) ,"https://m.media-amazon.com/images/M/MV5BOTljODUxMDUtYzY5OC00ZDNhLWEwMTItZWYxMGQ3MGZhNzFjXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 34min,Comedy|Crime|Mystery,3 February 1989 (USA),"Phil has writer's block after 30 detective novels. In court for inspiration, he sees a cute Romanian murder suspect. He provides her alibi. She stays with him. Will he live to write another novel?",Bruce Beresford,,Tom Selleck|Paulina Porizkova|William Daniels
4605,How to Get Ahead in Advertising (1989) ,"https://m.media-amazon.com/images/M/MV5BOGM5ZTA0Y2MtNTM2NS00MDRkLThjMDEtMGEzYjc1MjgzNjQ2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 30min,Comedy|Fantasy,29 March 1990 (West Germany),"A cynical advertising exec has a block at work leading to a meltdown. He's hilariously out of control. Getting a big, talking boil on his shoulder doesn't help.",Bruce Robinson,,Richard E. Grant|Rachel Ward|Richard Wilson
4608,An Innocent Man (1989) ,"https://m.media-amazon.com/images/M/MV5BMmE2MTFmYmYtNzQ0Ny00MDQ3LWE0NWQtZGQ0MjZjNjRlYThlXkEyXkFqcGdeQXVyMzU4Nzk4MDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 53min,Action|Crime|Drama,6 October 1989 (USA),"A man is framed by two corrupt cops for drugs. After he gets out of prison, he comes after them.",Peter Yates,,Tom Selleck|F. Murray Abraham|Laila Robins
4610,The January Man (1989) ,"https://m.media-amazon.com/images/M/MV5BODNkNzlmZWItNDg5Yi00YmEzLWI4N2ItMWU5MjMwYjY1MGZmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 37min,Action|Crime|Mystery,13 January 1989 (USA),"Two years after being forced out of NYPD, quirky Nick is rehired by the mayor to catch a serial killer after the 11th murder of a woman.",Pat O'Connor,,Kevin Kline|Mary Elizabeth Mastrantonio|Susan Sarandon
4611,Johnny Handsome (1989) ,"https://m.media-amazon.com/images/M/MV5BY2Y2YmJiNmMtNjJmYS00OGMzLWE5MzUtMTA4OWEzMTFjZjE3L2ltYWdlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 34min,Crime|Drama|Thriller,29 September 1989 (USA),"After being double crossed and thrown in jail, a deformed gangster gets a new face and rehabilitation, but his desire for revenge looms.",Walter Hill,John Godey,Mickey Rourke|Ellen Barkin|Elizabeth McGovern
4612,Jésus de Montréal (1989) ,"https://m.media-amazon.com/images/M/MV5BMTk1OTY1M2YtZTFiMC00NDMxLWFlMzEtNTYyOWFjZGFjZjZkXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 58min,Drama,17 May 1989 (France),"A group of actors put on an unorthodox, but acclaimed Passion Play which incites the opposition of the Catholic Church while the actors' lives themselves begin to mirror the Passion itself.",Denys Arcand,,Lothaire Bluteau|Catherine Wilkening|Johanne-Marie Tremblay
4613,K-9 (1989) ,"https://m.media-amazon.com/images/M/MV5BN2JmZTVhNDctMmJiMi00ZjBiLThhYWYtNmFhNWM2ZDNjZDc0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 41min,Action|Comedy|Crime,28 April 1989 (USA),"To stop an elusive criminal, a maverick detective enlists the aid of a police dog who's an unusually intelligent smart alec.",Rod Daniel,Steven Siegel,Jim Belushi|Mel Harris|Kevin Tighe
4614,Kickboxer (1989) ,"https://m.media-amazon.com/images/M/MV5BZGYzZDQ2ZWItNjE4ZS00ZTgzLTk3ZjctZjAwZDUyM2I4Nzg5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 37min,Action|Sport|Thriller,8 September 1989 (USA),Kurt Sloane must learn the ancient kick boxing art of Muay Thai in order to avenge his brother.,Mark DiSalle|David Worth,Mark DiSalle|Glenn A. Bruce,Jean-Claude Van Damme|Dennis Alexio|Dennis Chan
4615,Last Exit to Brooklyn (1989) ,"https://m.media-amazon.com/images/M/MV5BN2ZhZWVlODQtN2JiNS00MzkyLWE5MGQtZGE0NWI3ZDkwYWZmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 42min,Drama,5 January 1990 (UK),Set in Brooklyn during the 1950s against a backdrop of union corruption and violence. A prostitute falls in love with one of her customers. Also a disturbed man discovers that he is homosexual.,Uli Edel,Hubert Selby Jr.,Jennifer Jason Leigh|Stephen Lang|Burt Young
4616,Lean on Me (1989) ,"https://m.media-amazon.com/images/M/MV5BMTUxNjg3MzExOF5BMl5BanBnXkFtZTgwMDc1NjQyMTI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 48min,Drama,3 March 1989 (USA),The dedicated but tyrannical Joe Clark is appointed the principal of a decaying inner-city school and he is determined to improve by any and all means.,John G. Avildsen,,Morgan Freeman|Beverly Todd|Robert Guillaume
4617,Let It Ride (1989) ,"https://m.media-amazon.com/images/M/MV5BOTQ0ODdiMTItYzkyMS00MzQ4LTljNTktNzVjMDg2M2E1NWQyXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 30min,Comedy|Action,18 August 1989 (USA),"A nosy cab driver gets a hot tip on a race horse and wins big, but he can't seem to stop gambling. Will he go broke or walk home with a pretty penny?",Joe Pytka,Jay Cronley,Richard Dreyfuss|Teri Garr|David Johansen
4619,Little Monsters (1989) ,"https://m.media-amazon.com/images/M/MV5BM2VjOThmNjktNGE1ZS00NWY3LThlMzItOWEyZjMwOGI4ZDNmXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 40min,Adventure|Comedy|Family,25 August 1989 (USA),A boy discovers an incredible and gruesome world of monsters under his bed.,Richard Greenberg,Terry Rossio,Fred Savage|Howie Mandel|Daniel Stern
4621,Look Who's Talking (1989) ,"https://m.media-amazon.com/images/M/MV5BYWQzNGM0NjQtODI5MC00ODZjLTgyZDktYWI0YmJkYjcwNzA4XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 33min,Comedy,13 October 1989 (USA),"After a single, career-minded woman is left on her own to give birth to the child of a married man, she finds a new romantic chance in a cab driver. Meanwhile, the point-of-view of the newborn boy is narrated through voice-over.",Amy Heckerling,,John Travolta|Kirstie Alley|Olympia Dukakis
4622,Loverboy (1989) ,"https://m.media-amazon.com/images/M/MV5BMGY3YTFiMmUtODU5OC00NGZiLThkNmEtNjlmN2VkN2E3NTRhXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 38min,Comedy,28 April 1989 (USA),"Randy is still unfocused after 2 years in college. His dad will no longer pay tuition and Randy gets a job delivering pizzas. Several cute cougars pay him $200 for pizza delivery and ""services rendered"". Their husbands?",Joan Micklin Silver,Robin Schiff|Robin Schiff,Patrick Dempsey|Kate Jackson|Robert Ginty
4623,Major League (1989) ,"https://m.media-amazon.com/images/M/MV5BNzM5MWViNTMtMDQ5Ni00M2M0LTg1OTktY2I3YTJkODVkNTBkXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 47min,Comedy|Sport,7 April 1989 (USA),"The new owner of the Cleveland Indians puts together a purposely horrible team so they'll lose and she can move the team. But when the plot is uncovered, they start winning just to spite her.",David S. Ward,,Tom Berenger|Charlie Sheen|Corbin Bernsen
